cust_id,name,tier,email,phone,card_last4,ssn_hash,location,household_id,tenure_months,annual_spend_usd,preferred_channel,digital_affinity,support_dependence,patience,spend_propensity,travel_intensity,n_journeys,n_events,churned_30d,churn_probability,risk_segment
CUST_PREMIUM_001255,Hiro Thompson,Centurion Black,hiro.thompson@bluepeak.co,+1 (305) 553-2426,3892,8b1c85cb9c,"Miami, FL",HH_SINGLE_000254,115,18227.93,call_center,0.6639,0.3707,0.79,0.2661,0.6948,4,7,False,0.0743,low
CUST_PREMIUM_001256,Theo Williams,Green,t.williams@capital-demo.org,+1 (214) 579-0345,8176,309a744dc9,"Dallas, TX",HH_SINGLE_000255,75,17457.35,web,0.8516,0.3385,0.7798,0.5928,0.1819,1,2,False,0.1005,low
CUST_PREMIUM_001257,Jack Kumar,Green,jack.kumar62@example.com,+1 (305) 627-8264,9408,04c2f7bf71,"Miami, FL",HH_SINGLE_000256,100,8871.97,call_center,0.5866,0.6771,0.5635,0.7106,0.5267,5,11,False,0.3996,medium
CUST_PREMIUM_001258,Andre Thomas,Platinum,a.thomas@bluepeak.co,+1 (646) 719-6183,9809,d08708bb26,"London, UK",HH_SINGLE_000257,56,20944.16,in_person,0.4487,0.3109,0.4103,0.2075,0.3178,7,12,False,0.1888,low
CUST_PREMIUM_001259,Grace Roy,Gold,g.roy@capital-demo.org,+1 (469) 811-4102,0831,ad0eeca4f4,"Tokyo, Japan",HH_00086,48,6719.51,in_person,0.5194,0.5944,0.3718,0.6316,0.3265,12,19,False,0.2799,medium
CUST_PREMIUM_001260,Ethan Sato,Platinum,ethansato@bluepeak.co,+1 (214) 727-2021,8876,cfb2e739f1,"Dallas, TX",HH_00086,149,33687.62,in_person,0.9347,0.2056,0.8982,0.9153,0.7339,1,2,False,0.0146,low
CUST_PREMIUM_001261,Theo Patel,Green,t.patel@northstar.org,+1 (416) 841-9940,7023,ef089bb5c7,"Toronto, Canada",HH_SINGLE_000260,48,5220.49,web,0.3326,0.4871,0.596,0.4292,0.6732,1,1,False,0.0151,low
CUST_PREMIUM_001262,Nora Bennett,Green,nora.bennett@summitmail.net,+1 (310) 768-7859,1209,24595c214a,"Los Angeles, CA",HH_SINGLE_000261,62,6592.69,web,0.6175,0.6634,0.6843,0.6081,0.4786,1,1,False,0.0186,low
CUST_PREMIUM_001263,Nathan Williams,Platinum,nathan.williams@summitmail.net,+1 (312) 816-5778,0363,47458c7348,"Chicago, IL",HH_SINGLE_000262,34,81542.42,app,0.768,0.572,0.7102,0.8042,0.6366,2,4,False,0.0955,low
CUST_PREMIUM_001264,Diego Murphy,Centurion Black,diego.murphy@example.com,+1 (214) 875-3697,5708,1c46cb425c,"Dallas, TX",HH_SINGLE_000263,57,50754.62,app,0.3626,0.6024,0.6438,0.4594,0.6511,6,8,True,0.0474,low
CUST_PREMIUM_001265,Noah Walker,Green,walker.noah@atlasmail.net,+1 (617) 245-1616,6525,530a8c8613,"Boston, MA",HH_SINGLE_000264,34,5631.45,web,0.3475,0.8135,0.7193,0.3608,0.7297,4,6,False,0.0883,low
CUST_PREMIUM_001266,Victoria Vance,Platinum,v.vance@northstar.org,+1 (650) 337-9535,7714,8a48cb2385,Singapore,HH_SINGLE_000265,37,24974.55,web,0.7298,0.3511,0.481,0.3077,0.3648,5,10,True,0.1315,low
CUST_PREMIUM_001267,Ravi Young,Green,ravi.young72@summitmail.net,+1 (212) 242-7454,4607,4d9ea6a978,"New York, NY",HH_SINGLE_000266,82,11747.25,in_person,0.4695,0.8306,0.4784,0.9491,0.8283,14,19,False,0.2354,medium
CUST_PREMIUM_001268,Jasmine Martinez,Green,jasmine.martinez73@atlasmail.net,+1 (917) 422-5373,9515,c1d51b0625,"Mumbai, India",HH_00089,50,5200.5,web,0.4328,0.1347,0.8479,0.9414,0.3871,6,9,False,0.0747,low
CUST_PREMIUM_001269,Gabriel Singh,Platinum,gabrielsingh@atlasmail.net,+1 (312) 338-3292,7503,244106ab8c,"Chicago, IL",HH_SINGLE_000268,51,23279.47,call_center,0.5981,0.7921,0.371,0.4821,0.5048,4,6,False,0.0626,low
CUST_PREMIUM_001270,Daniel Gupta,Centurion Black,daniel.gupta@harbor.example,+1 (305) 408-1211,5940,cecd045e2e,"Miami, FL",HH_00089,47,122995.19,in_person,0.586,0.3305,0.5175,0.666,0.6896,13,23,False,0.1425,low
CUST_PREMIUM_001271,Zara Nguyen,Platinum,zara.nguyen76@bluepeak.co,+1 (917) 533-9130,0029,a3c95f978c,"Mumbai, India",HH_SINGLE_000270,25,160163.16,web,0.5113,0.6239,0.5321,0.7267,0.9593,3,5,False,0.0358,low
CUST_PREMIUM_001272,Zoe Miller,Gold,zoemiller@orchardmail.com,+1 (718) 581-7049,5550,ed812d28f1,"Delhi, India",HH_SINGLE_000271,79,20510.62,app,0.6714,0.1679,0.9063,0.7858,0.7998,13,19,False,0.1134,low
CUST_PREMIUM_001273,Fatima Jackson,Green,jackson.fatima@vectorlabs.co,+1 (305) 519-4968,1612,8be1dea17c,"Miami, FL",HH_SINGLE_000272,39,15680.68,in_person,0.6869,0.0094,0.788,0.1829,0.0012,6,7,False,0.0375,low
CUST_PREMIUM_001274,Kai Rodriguez,Green,rodriguez.kai@bluepeak.co,+1 (312) 523-2887,0319,af1c1679fe,"Chicago, IL",HH_SINGLE_000273,90,10682.37,call_center,0.7105,0.5907,0.6599,0.6568,0.215,4,7,True,0.1507,low
CUST_PREMIUM_001275,Olivia Thomas,Green,oliviathomas@atlasmail.net,+1 (312) 560-0806,9077,c46877b7f6,"Chicago, IL",HH_SINGLE_000274,85,6269.49,web,0.119,0.9208,0.271,0.2265,0.5019,3,4,False,0.136,low
CUST_PREMIUM_001276,Samuel Khan,Gold,s.khan@example.com,+1 (212) 575-8725,9695,4d4cdaf185,"New York, NY",HH_SINGLE_000275,94,9637.41,web,0.0627,0.6238,0.5686,0.0316,0.1422,6,14,False,0.3583,medium
CUST_PREMIUM_001277,Elena Shah,Green,elenashah@harbor.example,+1 (646) 722-6644,1299,9b17b670fa,"London, UK",HH_SINGLE_000276,26,17978.18,app,0.5881,0.2401,0.6011,0.8802,0.3465,4,6,False,0.0704,low
CUST_PREMIUM_001278,Mia White,Gold,m.white@orchardmail.com,+1 (646) 759-4563,4712,f030391c67,"London, UK",HH_SINGLE_000277,113,10036.86,app,0.6844,0.5746,0.508,0.7139,0.7081,11,19,False,0.4009,medium
CUST_PREMIUM_001279,Camila Campbell,Gold,camila.campbell@summitmail.net,+1 (617) 763-2482,6369,6e8306ec33,"Boston, MA",HH_SINGLE_000278,99,20625.63,web,0.7665,0.5782,0.6109,0.2845,0.5791,6,10,False,0.0766,low
CUST_PREMIUM_001280,Jasmine Kim,Gold,kim.jasmine@vectorlabs.co,+1 (214) 767-0401,1869,c073bb8bf8,"Dallas, TX",HH_00093,39,7401.45,web,0.8899,0.5606,0.737,0.9567,0.0401,14,18,False,0.1336,low
CUST_PREMIUM_001281,Hazel Sterling,Gold,sterling.hazel@capital-demo.org,+1 (312) 782-8320,2017,279b3f7654,"Chicago, IL",HH_SINGLE_000280,32,16406.05,app,0.3796,0.4781,0.7467,0.6892,0.2137,11,17,False,0.1286,low
CUST_PREMIUM_001282,Ravi Evans,Platinum,ravi.evans87@example.com,+1 (202) 896-6239,9636,82d4cf5686,"Washington, DC",HH_SINGLE_000281,134,44898.55,web,0.5842,0.6515,0.2609,0.4323,0.4031,4,5,False,0.1032,low
CUST_PREMIUM_001283,Lucas Ahmed,Green,lucas.ahmed@harbor.example,+1 (312) 856-4158,1194,518e4eaa4f,"Chicago, IL",HH_SINGLE_000282,116,14238.29,app,0.29,0.4788,0.7113,0.9213,0.7089,3,4,False,0.0372,low
CUST_PREMIUM_001284,Riya Banerjee,Gold,riya.banerjee89@harbor.example,+1 (650) 303-2077,3397,08decc96b4,Singapore,HH_SINGLE_000283,52,7774.01,web,0.6966,0.2336,0.4647,0.4577,0.5852,5,8,False,0.0783,low
CUST_PREMIUM_001285,Zara Nguyen,Platinum,z.nguyen@atlasmail.net,+1 (212) 208-9996,6098,26a2326770,"New York, NY",HH_SINGLE_000284,114,40705.46,call_center,0.2037,0.8503,0.8249,0.3566,0.7422,10,12,False,0.0486,low
CUST_PREMIUM_001286,Liam Perez,Gold,l.perez@capital-demo.org,+1 (416) 366-7915,4950,c93be1c3e6,"Toronto, Canada",HH_00095,48,22085.04,app,0.3308,0.4193,0.2369,0.565,0.6449,1,3,False,0.1728,low
CUST_PREMIUM_001287,Kai Garcia,Platinum,garcia.kai@vectorlabs.co,+1 (202) 381-5834,4777,59efa3eda1,"Washington, DC",HH_SINGLE_000286,78,44666.11,app,0.746,0.2623,0.2855,0.5424,0.339,6,10,False,0.198,low
CUST_PREMIUM_001288,Alejandro Khan,Green,alejandrokhan@northstar.org,+1 (212) 319-3753,4876,2f6a8b8afd,"New York, NY",HH_SINGLE_000287,4,4441.26,call_center,0.8393,0.613,0.6453,0.8218,0.6555,5,9,True,0.2371,medium
CUST_PREMIUM_001289,Eleanor Kapoor,Gold,eleanor.kapoor@vectorlabs.co,+1 (310) 367-1672,6187,711c4f4cac,"Los Angeles, CA",HH_SINGLE_000288,35,20168.41,app,0.5513,0.7559,0.4393,0.7074,0.4238,12,25,True,0.6468,high
CUST_PREMIUM_001290,Sophia Wang,Platinum,sophia.wang@northstar.org,+1 (646) 503-9591,6599,d73d92cb01,"London, UK",HH_SINGLE_000289,62,73902.54,in_person,0.2752,0.6296,0.7112,0.3732,0.1453,3,4,False,0.0578,low
CUST_PREMIUM_001291,Olivia Fernandez,Platinum,fernandez.olivia@atlasmail.net,+1 (312) 452-7510,7500,581f62e546,"Chicago, IL",HH_SINGLE_000290,54,77041.38,call_center,0.587,0.4642,0.7436,0.4552,0.8257,4,6,False,0.0296,low
CUST_PREMIUM_001292,Alejandro Wright,Gold,alejandrowright@vectorlabs.co,+1 (310) 478-5429,7593,e97a180387,"Los Angeles, CA",HH_SINGLE_000291,65,15311.45,call_center,0.8173,0.2699,0.4717,0.9052,0.7051,2,3,False,0.065,low
CUST_PREMIUM_001293,Arjun Fernandez,Platinum,arjun.fernandez@atlasmail.net,+1 (305) 559-3348,2552,16e6d835c4,"Miami, FL",HH_SINGLE_000292,14,21594.66,call_center,0.4905,0.3347,0.4349,0.1894,0.2125,6,10,False,0.1396,low
CUST_PREMIUM_001294,Yuki Wilson,Gold,yuki.wilson@vectorlabs.co,+1 (416) 662-1267,0444,75d17e156c,"Toronto, Canada",HH_SINGLE_000293,84,46113.0,web,0.7035,0.254,0.8809,0.2333,0.2885,10,13,False,0.0624,low
CUST_PREMIUM_001295,Zara Cooper,Green,cooper.zara@capital-demo.org,+1 (718) 732-9186,5665,a218f5efde,"Delhi, India",HH_SINGLE_000294,83,7885.82,app,0.9321,0.8241,0.5546,0.9227,0.8715,1,1,False,0.0419,low
CUST_PREMIUM_001296,Camila Shah,Centurion Black,camila.shah4@example.com,+1 (415) 648-7105,4188,e7cd107ccd,"San Francisco, CA",HH_SINGLE_000295,75,88874.09,web,0.6858,0.5343,0.394,0.6363,0.7497,6,13,False,0.1863,low
CUST_PREMIUM_001297,Yuki Clark,Green,yuki.clark@example.com,+1 (212) 652-5024,2003,6af4b9fa58,"New York, NY",HH_00098,60,5493.67,in_person,0.6826,0.5672,0.6803,0.3899,0.7547,7,12,False,0.1617,low
CUST_PREMIUM_001298,Dev Brown,Gold,dev.brown6@atlasmail.net,+1 (469) 854-2943,7843,e3d1d782fb,"Tokyo, Japan",HH_SINGLE_000297,87,4619.97,app,0.5247,0.447,0.8631,0.3057,0.2663,11,17,True,0.1831,low
CUST_PREMIUM_001299,Sara Patel,Platinum,s.patel@orchardmail.com,+1 (212) 726-0862,9583,b1853b751a,"New York, NY",HH_SINGLE_000298,4,59944.09,app,0.6548,0.6224,0.6299,0.6738,0.2712,5,7,False,0.0447,low
CUST_PREMIUM_001300,Rei Smith,Green,r.smith@atlasmail.net,+1 (415) 796-8781,4572,5cfb471aa0,"San Francisco, CA",HH_SINGLE_000299,9,4698.47,app,0.3417,0.3279,0.6217,0.4305,0.5664,1,2,False,0.0875,low
CUST_PREMIUM_001301,Aisha Chen,Platinum,a.chen@example.com,+1 (310) 811-6700,4521,ffc1b19394,"Los Angeles, CA",HH_SINGLE_000300,37,74727.95,app,0.6539,0.5212,0.6631,0.5682,0.6904,2,2,False,0.0349,low
CUST_PREMIUM_001302,Zoe Lopez,Gold,z.lopez@atlasmail.net,+1 (310) 848-4619,4964,f5bb75dc3d,"Los Angeles, CA",HH_SINGLE_000301,30,29253.81,call_center,0.5361,0.7097,0.4701,0.81,0.6662,11,19,True,0.5726,high
CUST_PREMIUM_001303,Lucas Roberts,Gold,lucas.roberts11@example.com,+1 (312) 896-2538,9755,a56c86a06e,"Chicago, IL",HH_SINGLE_000302,112,16935.5,call_center,0.5117,0.3868,0.5806,0.2697,0.447,4,8,False,0.0665,low
CUST_PREMIUM_001304,Hannah Campbell,Green,hannah.campbell12@vectorlabs.co,+1 (617) 288-0457,0297,fcc7734bcd,"Boston, MA",HH_SINGLE_000303,99,7426.16,in_person,0.5231,0.4473,0.1899,0.1331,0.4634,5,8,False,0.1352,low
CUST_PREMIUM_001305,Priya Cooper,Green,priyacooper@atlasmail.net,+1 (617) 325-8376,5367,3d80843992,"Boston, MA",HH_SINGLE_000304,68,32176.58,app,0.505,0.1745,0.5286,0.6476,0.0905,3,5,True,0.0725,low
CUST_PREMIUM_001306,Harper Hernandez,Platinum,harperhernandez@northstar.org,+1 (469) 450-6295,4264,c1d2e0e318,"Tokyo, Japan",HH_SINGLE_000305,36,35033.09,in_person,0.3249,0.7045,0.7104,0.6471,0.4596,12,21,False,0.2507,medium
CUST_PREMIUM_001307,Jasmine Rossi,Gold,jasmine.rossi15@atlasmail.net,+1 (202) 421-4214,5995,ed79cc1448,"Washington, DC",HH_SINGLE_000306,48,59657.94,call_center,0.563,0.6271,0.7179,0.8131,0.5791,6,12,False,0.0955,low
CUST_PREMIUM_001308,Meera Shah,Platinum,meera.shah16@harbor.example,+1 (917) 502-2133,3579,9d60fbbcef,"Mumbai, India",HH_SINGLE_000307,70,14608.12,web,0.2316,0.5769,0.6419,0.4956,0.4974,5,9,False,0.0909,low
CUST_PREMIUM_001309,Victoria Ramirez,Platinum,victoria.ramirez17@orchardmail.com,+1 (617) 473-0052,1276,f59bfc5176,"Boston, MA",HH_SINGLE_000308,105,138803.23,call_center,0.5532,0.5761,0.5869,0.6722,0.9053,5,7,False,0.0574,low
CUST_PREMIUM_001310,Aditi Martinez,Gold,aditi.martinez@atlasmail.net,+1 (310) 444-7971,7842,7f37cee0c7,"Los Angeles, CA",HH_SINGLE_000309,39,8817.17,call_center,0.1534,0.8482,0.4865,0.3953,0.6079,2,4,False,0.1378,low
CUST_PREMIUM_001311,Nathan Banerjee,Green,nathan.banerjee19@summitmail.net,+1 (917) 613-5890,1993,f5c776604f,"Mumbai, India",HH_SINGLE_000310,49,13612.92,call_center,0.3669,0.3334,0.1027,0.4208,0.1595,9,14,False,0.2836,medium
CUST_PREMIUM_001312,Nathan Wright,Gold,n.wright@atlasmail.net,+1 (310) 518-3809,2835,9f8c6df5de,"Los Angeles, CA",HH_SINGLE_000311,124,6026.57,web,0.3594,0.586,0.5252,0.8082,0.6562,3,6,False,0.1053,low
CUST_PREMIUM_001313,Vivian Fernandez,Gold,vivian.fernandez21@northstar.org,+1 (404) 632-1728,6270,1014e993aa,"Atlanta, GA",HH_00104,42,13628.53,web,0.8711,0.462,0.3568,0.2755,0.2752,12,21,False,0.4147,medium
CUST_PREMIUM_001314,Aisha Wilson,Platinum,a.wilson@orchardmail.com,+1 (416) 702-9647,4198,5fd3c9455b,"Toronto, Canada",HH_SINGLE_000313,89,55904.52,app,0.9728,0.5618,0.6623,0.8688,0.9317,14,30,False,0.4769,high
CUST_PREMIUM_001315,Ananya Morgan,Platinum,morgan.ananya@bluepeak.co,+1 (917) 761-7566,4635,6ee439e42d,"Mumbai, India",HH_SINGLE_000314,3,38160.34,app,0.4128,0.4958,0.3243,0.5662,0.7524,7,11,False,0.1039,low
CUST_PREMIUM_001316,Elias Evans,Platinum,elias.evans@harbor.example,+1 (212) 655-5485,0917,a5250fe642,"New York, NY",HH_SINGLE_000315,139,69470.44,app,0.4133,0.4427,0.548,0.8043,0.6563,9,14,False,0.1991,low
CUST_PREMIUM_001317,Hannah Anderson,Gold,hannahanderson@orchardmail.com,+1 (212) 692-3404,2018,0ea462ffbc,"New York, NY",HH_00105,43,111800.67,call_center,0.0912,0.5148,0.0358,0.7947,0.8375,4,8,True,0.24,medium
CUST_PREMIUM_001318,Gabriel Taylor,Green,gabriel.taylor@example.com,+1 (416) 850-1323,2187,703195978a,"Toronto, Canada",HH_SINGLE_000317,54,13654.16,app,0.5459,0.3213,0.6902,0.5963,0.5366,5,6,False,0.0648,low
CUST_PREMIUM_001319,Camila Nguyen,Platinum,c.nguyen@bluepeak.co,+1 (415) 799-9242,0724,2b8505af45,"San Francisco, CA",HH_00106,73,12691.22,app,0.8427,0.1378,0.7582,0.5239,0.3721,2,3,False,0.0368,low
CUST_PREMIUM_001320,Ravi Morgan,Green,morgan.ravi@bluepeak.co,+1 (202) 202-7161,4973,1e77b44973,"Washington, DC",HH_SINGLE_000319,10,3386.47,app,0.1387,0.8042,0.5497,0.2728,0.0808,1,1,False,0.071,low
CUST_PREMIUM_001321,Hannah Martin,Platinum,h.martin@bluepeak.co,+1 (917) 283-5080,6986,ec91dfada9,"Mumbai, India",HH_SINGLE_000320,38,70165.2,call_center,0.4272,0.4058,0.898,0.6517,0.5494,6,13,False,0.0935,low
CUST_PREMIUM_001322,Aarav Vance,Platinum,a.vance@northstar.org,+1 (305) 232-2999,1129,aca4982cd6,"Miami, FL",HH_SINGLE_000321,106,44818.48,app,0.0893,0.5894,0.619,0.4682,0.1136,1,1,False,0.0153,low
CUST_PREMIUM_001323,Kabir Diaz,Green,kabir.diaz@northstar.org,+1 (404) 302-0918,8668,9097aca8e9,"Atlanta, GA",HH_SINGLE_000322,43,7060.29,call_center,0.4588,0.3071,0.6506,0.3003,0.2408,5,7,False,0.0851,low
CUST_PREMIUM_001324,Rei Bennett,Green,bennett.rei@vectorlabs.co,+1 (214) 295-8837,4919,c4bf419416,"Dallas, TX",HH_SINGLE_000323,41,7502.14,in_person,0.5655,0.5216,0.4202,0.4921,0.6574,2,3,True,0.1238,low
CUST_PREMIUM_001325,Theo Khan,Gold,khan.theo@summitmail.net,+1 (214) 332-6756,5354,d47807d413,"Dallas, TX",HH_SINGLE_000324,56,5615.19,app,0.227,0.4638,0.3877,0.3927,0.3291,3,6,False,0.1755,low
CUST_PREMIUM_001326,Fatima Wright,Gold,fatima.wright@harbor.example,+1 (312) 347-4675,1018,fd40d39a2e,"Chicago, IL",HH_SINGLE_000325,96,12531.31,call_center,0.6396,0.5555,0.4702,0.7398,0.6742,3,7,False,0.2283,medium
CUST_PREMIUM_001327,Akira Campbell,Centurion Black,a.campbell@capital-demo.org,+1 (416) 483-2594,9545,e85c8e997a,"Toronto, Canada",HH_SINGLE_000326,53,44148.92,web,0.6347,0.2433,0.5524,0.6952,0.4209,5,7,False,0.0499,low
CUST_PREMIUM_001328,Victoria Sato,Green,v.sato@northstar.org,+1 (404) 487-0513,9100,034ec1e5c9,"Atlanta, GA",HH_SINGLE_000327,10,10870.9,app,0.5682,0.3866,0.7218,0.3745,0.5736,2,2,False,0.0246,low
CUST_PREMIUM_001329,Dev Kapoor,Gold,dev.kapoor37@example.com,+1 (212) 436-8432,9975,8ffc4e7fbf,"New York, NY",HH_SINGLE_000328,97,7663.07,web,0.0656,0.3571,0.4335,0.067,0.3178,4,7,False,0.1575,low
CUST_PREMIUM_001330,Priya Williams,Platinum,priyawilliams@example.com,+1 (214) 517-6351,5821,137e3df16c,"Dallas, TX",HH_SINGLE_000329,142,12813.96,web,0.706,0.662,0.256,0.6048,0.6748,6,12,False,0.27,medium
CUST_PREMIUM_001331,Amara Hall,Platinum,hall.amara@harbor.example,+1 (312) 532-4270,2128,64672fe42d,"Chicago, IL",HH_SINGLE_000330,36,14437.11,call_center,0.2065,0.5087,0.5543,0.3577,0.2424,5,9,False,0.1807,low
CUST_PREMIUM_001332,Adrian Hernandez,Green,hernandez.adrian@atlasmail.net,+1 (415) 580-2189,0736,d033a91533,"San Francisco, CA",HH_SINGLE_000331,24,5499.29,in_person,0.4959,0.4172,0.543,0.6157,0.3693,3,6,False,0.1121,low
CUST_PREMIUM_001333,Diego Chen,Centurion Black,diego.chen@example.com,+1 (416) 705-0108,1106,7868f8ed4d,"Toronto, Canada",HH_SINGLE_000332,100,162783.73,app,0.2275,0.9232,0.0719,0.6507,0.6531,3,4,False,0.1271,low
CUST_PREMIUM_001334,Camila Garcia,Gold,c.garcia@orchardmail.com,+1 (206) 687-8027,1474,9ca5186de6,"Seattle, WA",HH_SINGLE_000333,142,4094.3,web,0.608,0.2446,0.2689,0.4555,0.2666,3,4,False,0.0385,low
CUST_PREMIUM_001335,Kai Morgan,Gold,kai.morgan43@example.com,+1 (415) 691-5946,9140,a51517273d,"San Francisco, CA",HH_SINGLE_000334,7,32125.77,call_center,0.0898,0.8524,0.6923,0.1107,0.2842,3,3,False,0.0675,low
CUST_PREMIUM_001336,Chloe Turner,Gold,chloe.turner@bluepeak.co,+1 (206) 761-3865,6990,cdb002b4b1,"Seattle, WA",HH_SINGLE_000335,62,22217.59,call_center,0.4428,0.657,0.4457,0.6474,0.6226,9,15,False,0.3167,medium
CUST_PREMIUM_001337,Hannah Ito,Gold,h.ito@example.com,+1 (617) 809-1784,5499,c1fae2916b,"Boston, MA",HH_SINGLE_000336,43,15574.0,app,0.3701,0.4188,0.3739,0.3843,0.6469,10,12,True,0.0785,low
CUST_PREMIUM_001338,Aarav Gupta,Green,aarav.gupta46@capital-demo.org,+1 (617) 846-9703,0163,58d6e9b3ae,"Boston, MA",HH_SINGLE_000337,98,7594.12,web,0.6269,0.7408,0.7332,0.2766,0.3571,8,14,False,0.1463,low
CUST_PREMIUM_001339,Daniel Wang,Gold,wang.daniel@summitmail.net,+1 (310) 817-7622,8669,4ddd2926d8,"Los Angeles, CA",HH_SINGLE_000338,95,18168.54,in_person,0.3698,0.8802,0.2366,0.357,0.6147,9,15,False,0.2958,medium
CUST_PREMIUM_001340,Ibrahim Roberts,Platinum,roberts.ibrahim@summitmail.net,+1 (214) 887-5541,3061,43a307e8dc,"Dallas, TX",HH_SINGLE_000339,22,55592.65,call_center,0.4749,0.4622,0.5777,0.2362,0.2953,5,10,False,0.0901,low
CUST_PREMIUM_001341,Kabir Roberts,Gold,roberts.kabir@example.com,+1 (416) 301-3460,6425,9c638d30a5,"Toronto, Canada",HH_SINGLE_000340,106,22568.96,in_person,0.7519,0.4718,0.6807,0.6997,0.4073,3,3,False,0.0245,low
CUST_PREMIUM_001342,James Evans,Gold,jamesevans@bluepeak.co,+1 (305) 272-1379,8216,b52480e922,"Miami, FL",HH_00113,125,8821.46,call_center,0.2025,0.5812,0.5292,0.4837,0.2657,1,1,False,0.1123,low
CUST_PREMIUM_001343,Elena Baker,Green,e.baker@northstar.org,+1 (212) 254-9298,6850,bc42c4537d,"New York, NY",HH_SINGLE_000342,41,14400.74,in_person,0.4303,0.4411,0.392,0.0954,0.379,14,21,False,0.4561,high
CUST_PREMIUM_001344,Miguel Jackson,Green,jackson.miguel@capital-demo.org,+1 (415) 324-7217,5477,c36b736193,"San Francisco, CA",HH_SINGLE_000343,127,6630.52,app,0.1668,0.435,0.2289,0.0589,0.0229,14,24,True,0.5045,high
CUST_PREMIUM_001345,Leo Taylor,Green,taylor.leo@bluepeak.co,+1 (646) 438-5136,7633,8049a5a055,"London, UK",HH_SINGLE_000344,11,12560.03,web,0.8542,0.0525,0.4117,0.0757,0.0726,4,6,False,0.0777,low
CUST_PREMIUM_001346,Priya Roberts,Gold,priyaroberts@northstar.org,+1 (917) 508-3055,2013,3a1876cb38,"Mumbai, India",HH_SINGLE_000345,41,37970.83,app,0.2756,0.6105,0.1473,0.8649,0.4633,6,9,True,0.2375,medium
CUST_PREMIUM_001347,Sophia Sterling,Gold,s.sterling@example.com,+1 (212) 402-0974,7978,9515325010,"New York, NY",HH_SINGLE_000346,10,98797.37,web,0.6256,0.43,0.5054,0.8906,0.3585,2,4,False,0.132,low
CUST_PREMIUM_001348,Liam Roy,Gold,l.roy@orchardmail.com,+1 (404) 527-8893,5015,6299326f58,"Atlanta, GA",HH_SINGLE_000347,149,40133.39,call_center,0.7332,0.084,0.0473,0.4973,0.1555,10,17,False,0.3384,medium
CUST_PREMIUM_001349,James Adams,Platinum,adams.james@northstar.org,+1 (310) 487-6812,5503,88f48943ec,"Los Angeles, CA",HH_SINGLE_000348,85,17388.67,call_center,0.577,0.2851,0.8824,0.9995,0.9713,3,3,False,0.0242,low
CUST_PREMIUM_001350,Eleanor Fernandez,Gold,eleanor.fernandez58@vectorlabs.co,+1 (416) 634-4731,3406,d5482d4baf,"Toronto, Canada",HH_SINGLE_000349,114,20987.2,app,0.2942,0.3653,0.5799,0.4089,0.6698,1,1,False,0.0216,low
CUST_PREMIUM_001351,Sora Kumar,Green,sora.kumar@northstar.org,+1 (212) 550-2650,9919,6da348e5d6,"New York, NY",HH_00116,31,9599.06,in_person,0.0506,0.554,0.1341,0.1744,0.3475,6,10,False,0.2072,medium
CUST_PREMIUM_001352,Andre Thomas,Platinum,a.thomas@vectorlabs.co,+1 (212) 587-0569,5879,0bed52833b,"New York, NY",HH_SINGLE_000351,89,100107.09,call_center,0.7335,0.3929,0.7502,0.6763,0.4836,6,11,False,0.0863,low
CUST_PREMIUM_001353,Lucas Garcia,Gold,garcia.lucas@summitmail.net,+1 (617) 701-8488,4126,ae0dc6ecc0,"Boston, MA",HH_SINGLE_000352,50,15164.13,app,0.7366,0.1394,0.0124,0.2005,0.234,2,4,True,0.1704,low
CUST_PREMIUM_001354,Eleanor Walker,Platinum,eleanorwalker@orchardmail.com,+1 (212) 661-6407,9572,39b9f08cbd,"New York, NY",HH_00117,2,73282.54,web,0.5728,0.7773,0.4457,0.7951,0.5695,6,10,False,0.074,low
CUST_PREMIUM_001355,Theo Roy,Gold,t.roy@northstar.org,+1 (646) 808-4326,7294,94d5abb097,"London, UK",HH_00118,16,21218.44,in_person,0.1644,0.7159,0.284,0.4597,0.5681,1,3,False,0.2416,medium
CUST_PREMIUM_001356,Meera Lee,Green,meeralee@capital-demo.org,+1 (202) 834-2245,3849,0d6b045a48,"Washington, DC",HH_SINGLE_000355,72,19251.05,app,0.6574,0.5801,0.5398,0.7403,0.5624,3,5,False,0.0978,low
CUST_PREMIUM_001357,Riya Roy,Green,riya.roy@capital-demo.org,+1 (646) 882-0164,8630,84574996fc,"London, UK",HH_SINGLE_000356,42,9790.3,call_center,0.6947,0.1376,0.7847,0.7625,0.4514,7,10,False,0.0774,low
CUST_PREMIUM_001358,Avery Patel,Green,avery.patel@example.com,+1 (718) 263-8083,4906,3db5797bfd,"Delhi, India",HH_00119,83,8098.31,app,0.3462,0.0764,0.1376,0.2765,0.118,4,6,False,0.166,low
CUST_PREMIUM_001359,Amelia Rivera,Green,rivera.amelia@harbor.example,+1 (310) 857-6002,7613,adf3039f01,"Los Angeles, CA",HH_SINGLE_000358,64,6502.08,web,0.6458,0.4767,0.3525,0.7703,0.4752,4,7,True,0.1477,low
CUST_PREMIUM_001360,Ananya Williams,Green,ananya.williams@orchardmail.com,+1 (617) 260-3921,9843,1088825275,"Boston, MA",HH_SINGLE_000359,90,29805.2,app,0.5408,0.6456,0.5039,0.6342,0.6748,3,3,False,0.0378,low
