source,target,rel_type,type,owner_cust_id
arjun.jackson@atlasmail.net,dev_9c613851f9,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001161
CUST_PREMIUM_001162,aisha.wright64@capital-demo.org,PRIMARY_EMAIL,email,CUST_PREMIUM_001162
CUST_PREMIUM_001162,+1 (212) 557-5959,PRIMARY_PHONE,phone,CUST_PREMIUM_001162
CUST_PREMIUM_001162,6300,ISSUED_CARD,card_last4,CUST_PREMIUM_001162
aisha.wright64@capital-demo.org,ck_34243a973e,SESSION_COOKIE,cookie,CUST_PREMIUM_001162
aisha.wright64@capital-demo.org,dev_580c6d3ae4,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001162
CUST_PREMIUM_001163,dev.fernandez65@harbor.example,PRIMARY_EMAIL,email,CUST_PREMIUM_001163
CUST_PREMIUM_001163,+1 (212) 594-3878,PRIMARY_PHONE,phone,CUST_PREMIUM_001163
CUST_PREMIUM_001163,3768,ISSUED_CARD,card_last4,CUST_PREMIUM_001163
dev.fernandez65@harbor.example,ck_570c21a1bb,SESSION_COOKIE,cookie,CUST_PREMIUM_001163
dev.fernandez65@harbor.example,dev_6519da0cfe,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001163
CUST_PREMIUM_001164,adrian.anderson@summitmail.net,PRIMARY_EMAIL,email,CUST_PREMIUM_001164
CUST_PREMIUM_001164,+1 (650) 763-1797,PRIMARY_PHONE,phone,CUST_PREMIUM_001164
CUST_PREMIUM_001164,3287,ISSUED_CARD,card_last4,CUST_PREMIUM_001164
adrian.anderson@summitmail.net,ck_941ec825cb,SESSION_COOKIE,cookie,CUST_PREMIUM_001164
adrian.anderson@summitmail.net,dev_7472ba0193,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001164
CUST_PREMIUM_001165,a.murphy@orchardmail.com,PRIMARY_EMAIL,email,CUST_PREMIUM_001165
CUST_PREMIUM_001165,+1 (310) 679-9716,PRIMARY_PHONE,phone,CUST_PREMIUM_001165
CUST_PREMIUM_001165,3232,ISSUED_CARD,card_last4,CUST_PREMIUM_001165
a.murphy@orchardmail.com,ck_1e4d065d4c,SESSION_COOKIE,cookie,CUST_PREMIUM_001165
a.murphy@orchardmail.com,dev_19e8163d24,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001165
CUST_PREMIUM_001166,jacksato@orchardmail.com,PRIMARY_EMAIL,email,CUST_PREMIUM_001166
CUST_PREMIUM_001166,+1 (206) 771-7635,PRIMARY_PHONE,phone,CUST_PREMIUM_001166
CUST_PREMIUM_001166,7526,ISSUED_CARD,card_last4,CUST_PREMIUM_001166
jacksato@orchardmail.com,ck_c2191619bf,SESSION_COOKIE,cookie,CUST_PREMIUM_001166
jacksato@orchardmail.com,ck_c1ce27e7ce,SESSION_COOKIE,cookie,CUST_PREMIUM_001166
jacksato@orchardmail.com,dev_67e352a38a,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001166
jacksato@orchardmail.com,dev_cf740eefc0,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001166
CUST_PREMIUM_001167,priya.miller69@atlasmail.net,PRIMARY_EMAIL,email,CUST_PREMIUM_001167
CUST_PREMIUM_001167,+1 (617) 819-5554,PRIMARY_PHONE,phone,CUST_PREMIUM_001167
CUST_PREMIUM_001167,8120,ISSUED_CARD,card_last4,CUST_PREMIUM_001167
priya.miller69@atlasmail.net,ck_065c851bea,SESSION_COOKIE,cookie,CUST_PREMIUM_001167
priya.miller69@atlasmail.net,dev_35b5991d3a,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001167
CUST_PREMIUM_001168,baker.amelia@vectorlabs.co,PRIMARY_EMAIL,email,CUST_PREMIUM_001168
CUST_PREMIUM_001168,+1 (416) 200-3473,PRIMARY_PHONE,phone,CUST_PREMIUM_001168
CUST_PREMIUM_001168,6740,ISSUED_CARD,card_last4,CUST_PREMIUM_001168
baker.amelia@vectorlabs.co,ck_001b1ca815,SESSION_COOKIE,cookie,CUST_PREMIUM_001168
baker.amelia@vectorlabs.co,dev_3f4b3ec011,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001168
CUST_PREMIUM_001169,noah.jackson71@harbor.example,PRIMARY_EMAIL,email,CUST_PREMIUM_001169
CUST_PREMIUM_001169,+1 (310) 827-1392,PRIMARY_PHONE,phone,CUST_PREMIUM_001169
CUST_PREMIUM_001169,9273,ISSUED_CARD,card_last4,CUST_PREMIUM_001169
noah.jackson71@harbor.example,ck_042239fd73,SESSION_COOKIE,cookie,CUST_PREMIUM_001169
noah.jackson71@harbor.example,ck_f58c8fc597,SESSION_COOKIE,cookie,CUST_PREMIUM_001169
noah.jackson71@harbor.example,dev_3c5a72b6b5,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001169
CUST_PREMIUM_001170,noah.hernandez@harbor.example,PRIMARY_EMAIL,email,CUST_PREMIUM_001170
CUST_PREMIUM_001170,+1 (312) 875-9311,PRIMARY_PHONE,phone,CUST_PREMIUM_001170
CUST_PREMIUM_001170,1065,ISSUED_CARD,card_last4,CUST_PREMIUM_001170
noah.hernandez@harbor.example,ck_743e603eb1,SESSION_COOKIE,cookie,CUST_PREMIUM_001170
noah.hernandez@harbor.example,ck_b4f66f39dc,SESSION_COOKIE,cookie,CUST_PREMIUM_001170
noah.hernandez@harbor.example,ck_fbe8c17190,SESSION_COOKIE,cookie,CUST_PREMIUM_001170
noah.hernandez@harbor.example,dev_5437463d65,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001170
CUST_PREMIUM_001171,harris.gabriel@orchardmail.com,PRIMARY_EMAIL,email,CUST_PREMIUM_001171
CUST_PREMIUM_001171,+1 (312) 212-7230,PRIMARY_PHONE,phone,CUST_PREMIUM_001171
CUST_PREMIUM_001171,3251,ISSUED_CARD,card_last4,CUST_PREMIUM_001171
harris.gabriel@orchardmail.com,ck_bf598cf741,SESSION_COOKIE,cookie,CUST_PREMIUM_001171
harris.gabriel@orchardmail.com,dev_0562515185,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001171
CUST_PREMIUM_001172,murphy.omar@vectorlabs.co,PRIMARY_EMAIL,email,CUST_PREMIUM_001172
CUST_PREMIUM_001172,+1 (305) 282-5149,PRIMARY_PHONE,phone,CUST_PREMIUM_001172
CUST_PREMIUM_001172,8799,ISSUED_CARD,card_last4,CUST_PREMIUM_001172
murphy.omar@vectorlabs.co,ck_4d7e21b0c8,SESSION_COOKIE,cookie,CUST_PREMIUM_001172
murphy.omar@vectorlabs.co,dev_f2d1cbfe75,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001172
murphy.omar@vectorlabs.co,dev_shared_867cb659c,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001172
CUST_PREMIUM_001173,o.sterling@summitmail.net,PRIMARY_EMAIL,email,CUST_PREMIUM_001173
CUST_PREMIUM_001173,+1 (415) 297-3068,PRIMARY_PHONE,phone,CUST_PREMIUM_001173
CUST_PREMIUM_001173,3193,ISSUED_CARD,card_last4,CUST_PREMIUM_001173
o.sterling@summitmail.net,ck_46d6e71008,SESSION_COOKIE,cookie,CUST_PREMIUM_001173
o.sterling@summitmail.net,dev_b904254714,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001173
CUST_PREMIUM_001174,ameliawilliams@capital-demo.org,PRIMARY_EMAIL,email,CUST_PREMIUM_001174
CUST_PREMIUM_001174,+1 (646) 411-0987,PRIMARY_PHONE,phone,CUST_PREMIUM_001174
CUST_PREMIUM_001174,9759,ISSUED_CARD,card_last4,CUST_PREMIUM_001174
ameliawilliams@capital-demo.org,ck_8684a4deb1,SESSION_COOKIE,cookie,CUST_PREMIUM_001174
ameliawilliams@capital-demo.org,ck_3cb73f4813,SESSION_COOKIE,cookie,CUST_PREMIUM_001174
ameliawilliams@capital-demo.org,dev_c36dc9b0c7,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001174
CUST_PREMIUM_001175,m.fernandez@example.com,PRIMARY_EMAIL,email,CUST_PREMIUM_001175
CUST_PREMIUM_001175,+1 (212) 338-8906,PRIMARY_PHONE,phone,CUST_PREMIUM_001175
CUST_PREMIUM_001175,6280,ISSUED_CARD,card_last4,CUST_PREMIUM_001175
m.fernandez@example.com,ck_4322eb088a,SESSION_COOKIE,cookie,CUST_PREMIUM_001175
m.fernandez@example.com,ck_9e250f08d7,SESSION_COOKIE,cookie,CUST_PREMIUM_001175
m.fernandez@example.com,dev_76c5ae60e4,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001175
CUST_PREMIUM_001176,l.perez@vectorlabs.co,PRIMARY_EMAIL,email,CUST_PREMIUM_001176
CUST_PREMIUM_001176,+1 (718) 529-6825,PRIMARY_PHONE,phone,CUST_PREMIUM_001176
CUST_PREMIUM_001176,4093,ISSUED_CARD,card_last4,CUST_PREMIUM_001176
l.perez@vectorlabs.co,ck_a2cb0e9e3e,SESSION_COOKIE,cookie,CUST_PREMIUM_001176
l.perez@vectorlabs.co,dev_c1ee53e1a2,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001176
CUST_PREMIUM_001177,aditi.morgan79@summitmail.net,PRIMARY_EMAIL,email,CUST_PREMIUM_001177
CUST_PREMIUM_001177,+1 (650) 544-4744,PRIMARY_PHONE,phone,CUST_PREMIUM_001177
CUST_PREMIUM_001177,8286,ISSUED_CARD,card_last4,CUST_PREMIUM_001177
aditi.morgan79@summitmail.net,ck_56fd9f9205,SESSION_COOKIE,cookie,CUST_PREMIUM_001177
aditi.morgan79@summitmail.net,ck_867f6d38b4,SESSION_COOKIE,cookie,CUST_PREMIUM_001177
aditi.morgan79@summitmail.net,dev_f0025d4024,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001177
CUST_PREMIUM_001178,noah.young80@bluepeak.co,PRIMARY_EMAIL,email,CUST_PREMIUM_001178
CUST_PREMIUM_001178,+1 (469) 614-2663,PRIMARY_PHONE,phone,CUST_PREMIUM_001178
CUST_PREMIUM_001178,7539,ISSUED_CARD,card_last4,CUST_PREMIUM_001178
noah.young80@bluepeak.co,ck_6d50003591,SESSION_COOKIE,cookie,CUST_PREMIUM_001178
noah.young80@bluepeak.co,dev_a648de904d,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001178
CUST_PREMIUM_001179,morgan.andre@northstar.org,PRIMARY_EMAIL,email,CUST_PREMIUM_001179
CUST_PREMIUM_001179,+1 (206) 552-0582,PRIMARY_PHONE,phone,CUST_PREMIUM_001179
CUST_PREMIUM_001179,3624,ISSUED_CARD,card_last4,CUST_PREMIUM_001179
morgan.andre@northstar.org,ck_ddcf655902,SESSION_COOKIE,cookie,CUST_PREMIUM_001179
morgan.andre@northstar.org,dev_e31cc179a1,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001179
CUST_PREMIUM_001180,d.sato@orchardmail.com,PRIMARY_EMAIL,email,CUST_PREMIUM_001180
CUST_PREMIUM_001180,+1 (312) 545-8501,PRIMARY_PHONE,phone,CUST_PREMIUM_001180
CUST_PREMIUM_001180,6224,ISSUED_CARD,card_last4,CUST_PREMIUM_001180
d.sato@orchardmail.com,ck_255026c9d9,SESSION_COOKIE,cookie,CUST_PREMIUM_001180
d.sato@orchardmail.com,dev_f4dc71aca8,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001180
d.sato@orchardmail.com,dev_shared_45c20f3e5,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001180
CUST_PREMIUM_001181,lopez.aisha@atlasmail.net,PRIMARY_EMAIL,email,CUST_PREMIUM_001181
CUST_PREMIUM_001181,+1 (415) 593-6420,PRIMARY_PHONE,phone,CUST_PREMIUM_001181
CUST_PREMIUM_001181,8622,ISSUED_CARD,card_last4,CUST_PREMIUM_001181
lopez.aisha@atlasmail.net,ck_0252ec7edd,SESSION_COOKIE,cookie,CUST_PREMIUM_001181
lopez.aisha@atlasmail.net,ck_70566930ca,SESSION_COOKIE,cookie,CUST_PREMIUM_001181
lopez.aisha@atlasmail.net,dev_29d0ba5999,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001181
CUST_PREMIUM_001182,isla.davis84@capital-demo.org,PRIMARY_EMAIL,email,CUST_PREMIUM_001182
CUST_PREMIUM_001182,+1 (305) 652-4339,PRIMARY_PHONE,phone,CUST_PREMIUM_001182
CUST_PREMIUM_001182,5283,ISSUED_CARD,card_last4,CUST_PREMIUM_001182
isla.davis84@capital-demo.org,ck_03c8ee64dd,SESSION_COOKIE,cookie,CUST_PREMIUM_001182
isla.davis84@capital-demo.org,dev_201d96902c,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001182
CUST_PREMIUM_001183,ethan.wilson@capital-demo.org,PRIMARY_EMAIL,email,CUST_PREMIUM_001183
CUST_PREMIUM_001183,+1 (416) 755-2258,PRIMARY_PHONE,phone,CUST_PREMIUM_001183
CUST_PREMIUM_001183,3588,ISSUED_CARD,card_last4,CUST_PREMIUM_001183
ethan.wilson@capital-demo.org,ck_792626360d,SESSION_COOKIE,cookie,CUST_PREMIUM_001183
ethan.wilson@capital-demo.org,dev_9c43e9e4b0,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001183
ethan.wilson@capital-demo.org,dev_shared_8a63caf7b,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001183
CUST_PREMIUM_001184,harris.naomi@vectorlabs.co,PRIMARY_EMAIL,email,CUST_PREMIUM_001184
CUST_PREMIUM_001184,+1 (214) 715-0177,PRIMARY_PHONE,phone,CUST_PREMIUM_001184
CUST_PREMIUM_001184,7536,ISSUED_CARD,card_last4,CUST_PREMIUM_001184
harris.naomi@vectorlabs.co,ck_761c731f86,SESSION_COOKIE,cookie,CUST_PREMIUM_001184
harris.naomi@vectorlabs.co,ck_1382ae3890,SESSION_COOKIE,cookie,CUST_PREMIUM_001184
harris.naomi@vectorlabs.co,dev_723dbb65ab,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001184
CUST_PREMIUM_001185,amara.garcia@vectorlabs.co,PRIMARY_EMAIL,email,CUST_PREMIUM_001185
CUST_PREMIUM_001185,+1 (312) 730-8096,PRIMARY_PHONE,phone,CUST_PREMIUM_001185
CUST_PREMIUM_001185,1316,ISSUED_CARD,card_last4,CUST_PREMIUM_001185
amara.garcia@vectorlabs.co,ck_5a4dcb13d8,SESSION_COOKIE,cookie,CUST_PREMIUM_001185
amara.garcia@vectorlabs.co,ck_4de3b73c71,SESSION_COOKIE,cookie,CUST_PREMIUM_001185
amara.garcia@vectorlabs.co,dev_1207c0a3e8,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001185
CUST_PREMIUM_001186,oliviawalker@atlasmail.net,PRIMARY_EMAIL,email,CUST_PREMIUM_001186
CUST_PREMIUM_001186,+1 (310) 756-6015,PRIMARY_PHONE,phone,CUST_PREMIUM_001186
CUST_PREMIUM_001186,6311,ISSUED_CARD,card_last4,CUST_PREMIUM_001186
oliviawalker@atlasmail.net,ck_b4f5393e05,SESSION_COOKIE,cookie,CUST_PREMIUM_001186
oliviawalker@atlasmail.net,dev_ea88880c7b,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001186
CUST_PREMIUM_001187,sorasmith@orchardmail.com,PRIMARY_EMAIL,email,CUST_PREMIUM_001187
CUST_PREMIUM_001187,+1 (617) 859-3934,PRIMARY_PHONE,phone,CUST_PREMIUM_001187
CUST_PREMIUM_001187,6606,ISSUED_CARD,card_last4,CUST_PREMIUM_001187
sorasmith@orchardmail.com,ck_8769acc161,SESSION_COOKIE,cookie,CUST_PREMIUM_001187
sorasmith@orchardmail.com,dev_244063a46b,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001187
CUST_PREMIUM_001188,akira.ahmed90@orchardmail.com,PRIMARY_EMAIL,email,CUST_PREMIUM_001188
CUST_PREMIUM_001188,+1 (718) 273-1853,PRIMARY_PHONE,phone,CUST_PREMIUM_001188
CUST_PREMIUM_001188,9384,ISSUED_CARD,card_last4,CUST_PREMIUM_001188
akira.ahmed90@orchardmail.com,ck_0225e5831d,SESSION_COOKIE,cookie,CUST_PREMIUM_001188
akira.ahmed90@orchardmail.com,dev_0b92626693,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001188
akira.ahmed90@orchardmail.com,dev_shared_bdff2e4c9,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001188
CUST_PREMIUM_001189,maya.moore@summitmail.net,PRIMARY_EMAIL,email,CUST_PREMIUM_001189
CUST_PREMIUM_001189,+1 (310) 867-9772,PRIMARY_PHONE,phone,CUST_PREMIUM_001189
CUST_PREMIUM_001189,7900,ISSUED_CARD,card_last4,CUST_PREMIUM_001189
maya.moore@summitmail.net,ck_84c67fa255,SESSION_COOKIE,cookie,CUST_PREMIUM_001189
maya.moore@summitmail.net,dev_d84ff12ab9,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001189
maya.moore@summitmail.net,dev_shared_caed0e8e0,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001189
maya.moore@summitmail.net,dev_shared_848c1f350,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001189
CUST_PREMIUM_001190,david.rossi92@capital-demo.org,PRIMARY_EMAIL,email,CUST_PREMIUM_001190
CUST_PREMIUM_001190,+1 (617) 270-7691,PRIMARY_PHONE,phone,CUST_PREMIUM_001190
CUST_PREMIUM_001190,9155,ISSUED_CARD,card_last4,CUST_PREMIUM_001190
david.rossi92@capital-demo.org,ck_83a1bdc7fa,SESSION_COOKIE,cookie,CUST_PREMIUM_001190
david.rossi92@capital-demo.org,ck_1a0e9f9da3,SESSION_COOKIE,cookie,CUST_PREMIUM_001190
david.rossi92@capital-demo.org,ck_b9b51cff77,SESSION_COOKIE,cookie,CUST_PREMIUM_001190
david.rossi92@capital-demo.org,dev_16ad529b58,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001190
CUST_PREMIUM_001191,yuki.brown@harbor.example,PRIMARY_EMAIL,email,CUST_PREMIUM_001191
CUST_PREMIUM_001191,+1 (617) 307-5610,PRIMARY_PHONE,phone,CUST_PREMIUM_001191
CUST_PREMIUM_001191,0559,ISSUED_CARD,card_last4,CUST_PREMIUM_001191
yuki.brown@harbor.example,ck_70311d166b,SESSION_COOKIE,cookie,CUST_PREMIUM_001191
yuki.brown@harbor.example,dev_0e3f2d26b2,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001191
yuki.brown@harbor.example,dev_shared_da0ab2800,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001191
CUST_PREMIUM_001192,layla.wilson@harbor.example,PRIMARY_EMAIL,email,CUST_PREMIUM_001192
CUST_PREMIUM_001192,+1 (212) 267-3529,PRIMARY_PHONE,phone,CUST_PREMIUM_001192
CUST_PREMIUM_001192,9639,ISSUED_CARD,card_last4,CUST_PREMIUM_001192
layla.wilson@harbor.example,ck_286254274e,SESSION_COOKIE,cookie,CUST_PREMIUM_001192
layla.wilson@harbor.example,dev_63a5740b1e,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001192
CUST_PREMIUM_001193,martinez.arjun@summitmail.net,PRIMARY_EMAIL,email,CUST_PREMIUM_001193
CUST_PREMIUM_001193,+1 (212) 304-1448,PRIMARY_PHONE,phone,CUST_PREMIUM_001193
CUST_PREMIUM_001193,9531,ISSUED_CARD,card_last4,CUST_PREMIUM_001193
martinez.arjun@summitmail.net,ck_640cc95c87,SESSION_COOKIE,cookie,CUST_PREMIUM_001193
martinez.arjun@summitmail.net,dev_79e2eb6725,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001193
CUST_PREMIUM_001194,jonah.thompson@vectorlabs.co,PRIMARY_EMAIL,email,CUST_PREMIUM_001194
CUST_PREMIUM_001194,+1 (312) 363-9367,PRIMARY_PHONE,phone,CUST_PREMIUM_001194
CUST_PREMIUM_001194,3497,ISSUED_CARD,card_last4,CUST_PREMIUM_001194
jonah.thompson@vectorlabs.co,ck_f97c251e0b,SESSION_COOKIE,cookie,CUST_PREMIUM_001194
jonah.thompson@vectorlabs.co,dev_f08f889f41,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001194
jonah.thompson@vectorlabs.co,dev_83d0a0e80a,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001194
jonah.thompson@vectorlabs.co,dev_717df77fc7,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001194
jonah.thompson@vectorlabs.co,dev_4d7219b391,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001194
CUST_PREMIUM_001195,l.robinson@summitmail.net,PRIMARY_EMAIL,email,CUST_PREMIUM_001195
CUST_PREMIUM_001195,+1 (212) 378-7286,PRIMARY_PHONE,phone,CUST_PREMIUM_001195
CUST_PREMIUM_001195,1976,ISSUED_CARD,card_last4,CUST_PREMIUM_001195
l.robinson@summitmail.net,ck_69465de5fa,SESSION_COOKIE,cookie,CUST_PREMIUM_001195
l.robinson@summitmail.net,dev_bfaa3df736,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001195
CUST_PREMIUM_001196,dev.johnson@atlasmail.net,PRIMARY_EMAIL,email,CUST_PREMIUM_001196
CUST_PREMIUM_001196,+1 (617) 492-5205,PRIMARY_PHONE,phone,CUST_PREMIUM_001196
CUST_PREMIUM_001196,2100,ISSUED_CARD,card_last4,CUST_PREMIUM_001196
dev.johnson@atlasmail.net,ck_ddd5b57b33,SESSION_COOKIE,cookie,CUST_PREMIUM_001196
dev.johnson@atlasmail.net,ck_f0f528375e,SESSION_COOKIE,cookie,CUST_PREMIUM_001196
dev.johnson@atlasmail.net,dev_9bfa4bc34e,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001196
CUST_PREMIUM_001197,grace.rodriguez@harbor.example,PRIMARY_EMAIL,email,CUST_PREMIUM_001197
CUST_PREMIUM_001197,+1 (415) 485-3124,PRIMARY_PHONE,phone,CUST_PREMIUM_001197
CUST_PREMIUM_001197,1461,ISSUED_CARD,card_last4,CUST_PREMIUM_001197
grace.rodriguez@harbor.example,ck_e204e1afcf,SESSION_COOKIE,cookie,CUST_PREMIUM_001197
grace.rodriguez@harbor.example,ck_5710b59197,SESSION_COOKIE,cookie,CUST_PREMIUM_001197
grace.rodriguez@harbor.example,dev_a581ed35f1,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001197
CUST_PREMIUM_001198,shah.sora@northstar.org,PRIMARY_EMAIL,email,CUST_PREMIUM_001198
CUST_PREMIUM_001198,+1 (310) 500-1043,PRIMARY_PHONE,phone,CUST_PREMIUM_001198
CUST_PREMIUM_001198,9008,ISSUED_CARD,card_last4,CUST_PREMIUM_001198
shah.sora@northstar.org,ck_02d20c160d,SESSION_COOKIE,cookie,CUST_PREMIUM_001198
shah.sora@northstar.org,dev_e6852880be,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001198
CUST_PREMIUM_001199,benjaminwalker@vectorlabs.co,PRIMARY_EMAIL,email,CUST_PREMIUM_001199
CUST_PREMIUM_001199,+1 (917) 669-8962,PRIMARY_PHONE,phone,CUST_PREMIUM_001199
CUST_PREMIUM_001199,9067,ISSUED_CARD,card_last4,CUST_PREMIUM_001199
benjaminwalker@vectorlabs.co,ck_72f5359ee1,SESSION_COOKIE,cookie,CUST_PREMIUM_001199
benjaminwalker@vectorlabs.co,dev_a3f316d10e,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001199
CUST_PREMIUM_001200,miguel.diaz@vectorlabs.co,PRIMARY_EMAIL,email,CUST_PREMIUM_001200
CUST_PREMIUM_001200,+1 (404) 651-6881,PRIMARY_PHONE,phone,CUST_PREMIUM_001200
CUST_PREMIUM_001200,7003,ISSUED_CARD,card_last4,CUST_PREMIUM_001200
miguel.diaz@vectorlabs.co,ck_d11a21d09e,SESSION_COOKIE,cookie,CUST_PREMIUM_001200
miguel.diaz@vectorlabs.co,ck_e341ec6386,SESSION_COOKIE,cookie,CUST_PREMIUM_001200
miguel.diaz@vectorlabs.co,ck_af879a0942,SESSION_COOKIE,cookie,CUST_PREMIUM_001200
miguel.diaz@vectorlabs.co,dev_be862e3cec,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001200
CUST_PREMIUM_001201,bennett.aisha@orchardmail.com,PRIMARY_EMAIL,email,CUST_PREMIUM_001201
CUST_PREMIUM_001201,+1 (206) 666-4800,PRIMARY_PHONE,phone,CUST_PREMIUM_001201
CUST_PREMIUM_001201,3037,ISSUED_CARD,card_last4,CUST_PREMIUM_001201
bennett.aisha@orchardmail.com,ck_dc9d3782b6,SESSION_COOKIE,cookie,CUST_PREMIUM_001201
bennett.aisha@orchardmail.com,dev_d603942514,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001201
CUST_PREMIUM_001202,harper.kumar7@bluepeak.co,PRIMARY_EMAIL,email,CUST_PREMIUM_001202
CUST_PREMIUM_001202,+1 (646) 747-2719,PRIMARY_PHONE,phone,CUST_PREMIUM_001202
CUST_PREMIUM_001202,8188,ISSUED_CARD,card_last4,CUST_PREMIUM_001202
harper.kumar7@bluepeak.co,ck_ac43fa2e34,SESSION_COOKIE,cookie,CUST_PREMIUM_001202
harper.kumar7@bluepeak.co,dev_2e28a48ef8,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001202
CUST_PREMIUM_001203,naomi.khan8@bluepeak.co,PRIMARY_EMAIL,email,CUST_PREMIUM_001203
CUST_PREMIUM_001203,+1 (310) 685-0638,PRIMARY_PHONE,phone,CUST_PREMIUM_001203
CUST_PREMIUM_001203,8728,ISSUED_CARD,card_last4,CUST_PREMIUM_001203
naomi.khan8@bluepeak.co,ck_1dfe1c26fa,SESSION_COOKIE,cookie,CUST_PREMIUM_001203
naomi.khan8@bluepeak.co,dev_aac8af498f,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001203
CUST_PREMIUM_001204,adriankhan@vectorlabs.co,PRIMARY_EMAIL,email,CUST_PREMIUM_001204
CUST_PREMIUM_001204,+1 (646) 821-8557,PRIMARY_PHONE,phone,CUST_PREMIUM_001204
CUST_PREMIUM_001204,5552,ISSUED_CARD,card_last4,CUST_PREMIUM_001204
adriankhan@vectorlabs.co,ck_388df22394,SESSION_COOKIE,cookie,CUST_PREMIUM_001204
adriankhan@vectorlabs.co,ck_bb05af127d,SESSION_COOKIE,cookie,CUST_PREMIUM_001204
adriankhan@vectorlabs.co,dev_8a2b9ca509,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001204
CUST_PREMIUM_001205,zoe.morris@bluepeak.co,PRIMARY_EMAIL,email,CUST_PREMIUM_001205
CUST_PREMIUM_001205,+1 (312) 770-6476,PRIMARY_PHONE,phone,CUST_PREMIUM_001205
CUST_PREMIUM_001205,8270,ISSUED_CARD,card_last4,CUST_PREMIUM_001205
zoe.morris@bluepeak.co,ck_d581f73ee8,SESSION_COOKIE,cookie,CUST_PREMIUM_001205
zoe.morris@bluepeak.co,ck_d11fffc0a6,SESSION_COOKIE,cookie,CUST_PREMIUM_001205
zoe.morris@bluepeak.co,dev_6c2d965025,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001205
zoe.morris@bluepeak.co,dev_264b6522ba,AUTHENTICATED_DEVICE,device_id,CUST_PREMIUM_001205
CUST_PREMIUM_001206,zara.evans11@summitmail.net,PRIMARY_EMAIL,email,CUST_PREMIUM_001206
CUST_PREMIUM_001206,+1 (646) 895-4395,PRIMARY_PHONE,phone,CUST_PREMIUM_001206
CUST_PREMIUM_001206,1051,ISSUED_CARD,card_last4,CUST_PREMIUM_001206
